,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_level
128,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0,no,no,no,yes,yes,yes,yes,no,3,,5,2,5,4.0,8,14.0,14.0,15,high
129,GP,M,16,U,GT3,T,2,3,other,other,course,mother,2.0,3.0,0, no , yes , no , no , no , yes , yes , yes ,3,,3,2,2,1.0,4,13.0,12.0,13,MEDIUM
130,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2.0,3.0,0,no,yes,no,no,yes,yes,yes,yes,4,2.0,2,2,2,5.0,0,10.0,11.0,12,medium
131,GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1.0,2.0,3,NO,YES,NO,YES,YES,NO,YES,YES,5,4.0,5,1,3,5.0,10,10.0,,8,low
132,GP,F, 17 ,U,LE3,A,2,1,other,other,course,mother,3.0,1.0,0,no,yes,no,no,yes,yes,yes,no,3,2.0,2,3,4,,24.0,,10.0, 11 ,medium
133,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3.0,1.0,0,no,yes,no,yes,no,yes,yes,yes,4,3.0,3,1,2,4.0,6,11.0,12.0,13,medium
134,GP,F, 17 ,U,LE3,T,2,2,other,other,course,father,1.0,1.0,0,no,yes,no,no,yes,yes,yes,yes,3,,4,1,3,5.0,2,13.0,12.0,12,medium
135,GP,F,16,U,GT3,A,3,4,services,other,course,father,1.0,,0, no , no , no , no , yes , yes , yes , no ,3,2.0,1,1,4,5.0,12,15.0,, 14 ,high
136,GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4.0,1.0,0,no,no,no,no,yes,yes,no,no,3,2.0,1,1,1,2.0,4,9.0,9.0,11,medium
137,GP,F,16,U,GT3,A,2,2,other,other,home,mother,1.0,1.0,1, no , no , no , no , yes , yes , no , no ,5,3.0,4,1,1,5.0,12,13.0,,11,medium
138,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4.0,2.0,0,no,yes,no,no,yes,yes,no,yes,5,3.0,3,1,1,5.0,2,12.0,11.0,11,medium
139,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1.0,,0,no,yes,no,yes,yes,yes,yes,yes,4,3.0,3,1,1,5.0,4,13.0,14.0,15,high
140,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3.0,2.0,0,no,no,no,no,yes,yes,no,no,5,4.0,5,4,5,5.0,6.0,10.0,9.0,10,MEDIUM
141,GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4.0,2.0,0,no,yes,no,no,yes,yes,no,no,5,1.0,3,3,3,3.0,,14.0,13.0,13,medium
142,GP,M,18,U,LE3,T,3,1,services,services,course,mother,2.0,1.0,0,NO,NO,NO,YES,YES,YES,YES,YES,3,3.0,4,4,5,4.0,2,11.0,11.0,12, medium 
143,GP,F,18,U,GT3,A,3,2,other,services,course,other,1.0,3.0,0,no,yes,no,yes,no,yes,yes,yes,4,,3,5,1,5.0,10,12.0,,11,medium
144,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,,1.0,0, no , yes , no , yes , yes , yes , no , yes ,3,3.0,3,1,2,1.0,8,,11.0,11,medium
145,GP,F,16,U,GT3,A,3,3,other,other,course,other,,1.0,0,no,yes,no,yes,no,yes,yes,yes,4,,2,1,1,5.0,4,9.0,9.0,10,medium
146,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1.0,2.0,2,no,no,no,no,yes,yes,no,yes,4,4.0,4,1,3,5.0,0,10.0,10.0,10,medium
147,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,,1.0,0,no,no,no,yes,yes,yes,yes,no,4,3.0,2,1,1,5.0,6,13.0,14.0, 14 , HIGH 
148,GP,F, 15 ,R,GT3,T,1,1,other,other,course,mother,3.0,1.0,1,no,no,no,yes,yes,yes,yes,yes,5,5.0,5,1,1,1.0,2,8.0,9.0,9,LOW
149,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2.0,,0, yes , yes , no , no , yes , yes , yes , no ,2,2.0,2,1,1,,6,9.0,11.0,11,medium
150,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1.0,2.0,0,no,no,no,no,no,yes,no,yes,1,3.0,2,2,3,1.0,24,9.0,,9,low
151,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,5,3.0,3,1,3,5.0,0,15.0,13.0,13,medium
152,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2.0,1.0,0,NO,YES,NO,YES,YES,YES,YES,NO,2,3.0,3,2,2,2.0,4,12.0,11.0,11,medium
153,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,4,2.0,2,1,1,5.0,2,13.0,13.0,13,medium
154,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,3,4.0,4,3,3,1.0,4,10.0,11.0,11,medium
155,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,0,no,yes,no,no,yes,yes,yes,no,5,4.0,5,1,2,5.0,22,,, 6 , low 
156,GP,F,15,U,GT3,T,1,1,other,services,course,father,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,4,4.0,2,1,2,5.0,0,12.0,12.0,12,medium
157,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2.0,1.0,0,NO,YES,NO,YES,YES,NO,YES,YES,4,,2,1,1,5.0,0,11.0,10.0,10,medium
158,GP,F,15,U,GT3,T,3,2,health,services,home,father,1.0,2.0,1,no,yes,no,no,yes,yes,yes,no,3,3.0,2,1,1,3.0,?,11.0,11.0, 11 ,medium
159,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1.0,2.0,0,no,yes,no,no,no,yes,yes,no,4,3.0,2,1,1,5.0,6,13.0,12.0,13,medium
160,GP,F, 15 ,U,GT3,T,1,2,at_home,services,course,father,1.0,2.0,0,no,no,no,no,no,yes,no,yes,2,3.0,4,2,4,1.0,6,11.0,11.0,11,medium
161,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,,1.0,0,,,,,,,,,3,3.0,2,2,1,5.0,16,9.0,,8,low
162,GP,M,15,U,LE3,A,2,1,services,other,course,mother,,1.0,0,no,no,no,no,yes,yes,yes,no,4,5.0,5,2,5,5.0,0,12.0,11.0,11,medium
163,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1.0,,2,no,no,no,no,yes,no,yes,yes,2,3.0,5,2,5,4.0,0,11.0,9.0,0,low
164,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1.0,1.0,1,no,no,no,yes,yes,yes,no,yes,4,4.0,4,3,5,5.0,6,9.0,10.0,10,medium
165,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2.0,3.0,0, no , yes , yes , yes , yes , yes , yes , yes ,4,2.0,1,2,3,3.0,?,13.0,13.0,13,medium
166,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1.0,1.0,0,no,yes,no,no,yes,no,yes,yes,4,5.0,4,1,1,4.0,6,11.0,9.0,11, medium 
167,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1.0,1.0,0,,,,,,,,,4,2.0,1,1,1,,0,13.0,13.0,13,medium
168,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1.0,2.0,0,yes,no,yes,yes,yes,yes,no,no,4,4.0,4,1,1,1.0,0,7.0,8.0,8,low
169,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1.0,1.0,3, NO , NO , NO , NO , YES , YES , NO , NO ,2,2.0,2,3,3,5.0,14,,,10,medium
170,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3.0,1.0,3,no,yes,no,yes,no,yes,no,no,5,2.0,5,1,5,,6,11.0,10.0,11,medium
171,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,,1.0,0, no , no , no , no , no , yes , no , no ,4,2.0,2,1,2,3.0,4,12.0,10.0,11,medium
172,GP,M,16,U,GT3,T,3,3,other,services,course,father,1.0,2.0,1,,,,,,,,,4,5.0,5,4,4,5.0,0,10.0,10.0,1,low
173,GP,M,16,U,LE3,T,1,2,health,services,course,mother,2.0,1.0,2,NO,NO,NO,NO,NO,YES,YES,NO,4,4.0,5,3,5,5.0,0,9.0,8.0,10,medium
174,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2.0,1.0,1, no , no , yes , yes , yes , no , yes , yes ,3,3.0,2,2,2,,8,8.0,8.0,9,low
175,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2.0,,2,YES,YES,NO,NO,YES,YES,YES,YES,4,4.0,4,1,4,3.0,4,7.0,6.0,8,LOW
176,GP,M,15,U,LE3,T,1,2,other,other,course,mother,,1.0,0,NO,NO,NO,YES,YES,YES,NO,NO,4,4.0,4,2,4,5.0,?,8.0,9.0,10,medium
177,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1.0,1.0,1,no,no,no,no,yes,no,yes,no,5,3.0,3,1,4,2.0,2,9.0,8.0,8,low
178,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4.0,2.0,0,no,no,no,yes,yes,no,no,yes,5,3.0,5,1,5,5.0,0,8.0,8.0,8,LOW
179,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2.0,1.0,3,no,yes,no,yes,no,no,no,no,4,5.0,2,1,1,2.0,10,8.0,,8,low
180,GP,M,16,U,GT3,T,2,2,other,other,course,father,1.0,2.0,0,no,no,no,no,yes,no,yes,no,4,3.0,5,2,4,4.0,0,9.0,10.0, 11 ,medium
181,GP,F, 16 ,U,GT3,T,4,2,health,services,home,father,1.0,2.0,0,no,no,no,no,yes,yes,yes,yes,4,2.0,3,1,1,,0,17.0,17.0,18,HIGH
182,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1.0,2.0,0,no,yes,no,no,no,yes,yes,no,5,1.0,5,1,1,,0,12.0,12.0,13,MEDIUM
183,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1.0,2.0,0, NO , YES , NO , NO , YES , YES , YES , YES ,4,,2,1,1,3.0,0,16.0,16.0, 17 ,high
184,GP,M,16,U,GT3,T,3,4,other,other,course,father,3.0,1.0,1,no,yes,no,yes,no,yes,yes,no,3,4.0,5,2,4,2.0,4,9.0,9.0,10,medium
185,GP,M, 16 ,U,GT3,T,1,0,other,other,reputation,mother,2.0,2.0,0,no,yes,no,yes,yes,yes,yes,yes,4,3.0,2,1,1,3.0,0,16.0,17.0,18,high
186,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,4.0,4,1,3,5.0,0,11.0,9.0,10,medium
187,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1.0,,0,no,no,no,yes,no,yes,yes,yes,4,,5,1,1,3.0,0,14.0,13.0,13,MEDIUM
188,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2.0,2.0,0,,,,,,,,,4,4.0,5,1,1,4.0,0,14.0,14.0,15,high
189,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2.0,2.0,0,no,no,no,yes,yes,yes,yes,no,4,4.0,4,4,4,4.0,0,10.0,11.0,11,medium
190,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2.0,2.0,0,no,no,no,yes,no,yes,yes,no,3,4.0,4,1,4,5.0,0,13.0,12.0,14,high
191,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,,2.0,0, NO , NO , NO , YES , NO , YES , YES , NO ,4,3.0,4,1,4,4.0,4,11.0,9.0,10,MEDIUM
192,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1.0,1.0,0,NO,YES,NO,YES,YES,YES,YES,YES,4,,3,3,4,3.0,8,,9.0,11,medium
193,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,yes,5,2.0,3,1,1,2.0,4,11.0,11.0, 13 ,medium
194,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,3,4.0,3,2,3,3.0,4,11.0,10.0,11,medium
195,GP,M, 16 ,U,GT3,T,3,3,services,other,home,mother,,2.0,0,no,no,no,yes,yes,yes,yes,yes,4,2.0,3,1,2,3.0,0,11.0,12.0,13,medium
196,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1.0,2.0,0,no,yes,no,yes,yes,yes,no,no,5,4.0,2,2,3,5.0,0,17.0,18.0,17,high
197,GP,F, 17 ,U,LE3,T,3,3,other,other,reputation,mother,1.0,2.0,0,NO,YES,NO,YES,YES,YES,YES,YES,5,3.0,3,2,3,1.0,32,14.0,,14,HIGH
198,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1.0,2.0,0, no , yes , no , no , yes , yes , yes , no ,1,2.0,2,1,2,1.0,8,14.0,15.0,16,high
199,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,yes,4,3.0,4,2,3,,6,11.0,13.0,14,high
200,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1.0,1.0,0,no,yes,no,yes,yes,yes,yes,yes,3,3.0,3,1,2,3.0,0,10.0,9.0,11,medium
201,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1.0,2.0,0, no , no , no , yes , yes , yes , yes , yes ,4,2.0,3,1,2,5.0,0,13.0,14.0,16,high
202,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1.0,2.0,0,no,yes,no,no,no,yes,yes,yes,3,3.0,3,1,3,,10,12.0,,14,high
203,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1.0,2.0,0, no , no , no , no , yes , yes , no , no ,3,1.0,3,1,5,3.0,6,9.0,9.0,10,medium
204,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1.0,,0,no,no,no,no,yes,yes,yes,no,4,3.0,3,1,1,,6,12.0,12.0,13,medium
205,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,no,5,3.0,3,1,1,3.0,?,12.0,11.0,12,medium
206,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2.0,2.0,0,no,no,no,yes,no,yes,yes,no,4,4.0,4,4,5,5.0,16,10.0,,12,medium
207,GP,M, 16 ,R,GT3,T,3,3,services,services,reputation,mother,1.0,1.0,0, no , yes , no , yes , yes , yes , yes , no ,4,3.0,2,3,4,5.0,0,11.0,10.0,10,MEDIUM
208,GP,M,16,U,GT3,T,2,3,other,other,home,father,2.0,1.0,0,no,no,no,no,yes,yes,yes,no,5,3.0,3,1,1,3.0,0,13.0,12.0,12,medium
209,GP,F,17,U,LE3,T,2,4,services,services,course,father,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,4,3.0,2,1,1,,?,14.0,15.0,16,high
210,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,5,2.0,3,1,2,5.0,4,13.0,13.0,14,high
211,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3.0,1.0,0,NO,YES,NO,YES,YES,YES,YES,NO,3,3.0,4,3,5,3.0,16,10.0,,12,medium
212,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2.0,1.0,1,no,yes,no,no,yes,yes,yes,no,4,2.0,4,2,3,,30,14.0,,16,high
213,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,4,5.0,2,1,2,3.0,0,11.0,10.0,11,medium
214,GP,F, 16 ,U,GT3,T,4,3,health,other,home,mother,1.0,2.0,0, no , yes , no , yes , yes , yes , yes , no ,4,3.0,5,1,5,2.0,2,14.0,14.0,15,high
215,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1.0,2.0,0,yes,yes,no,yes,yes,yes,no,no,4,4.0,3,1,3,4.0,4,11.0,12.0, 12 ,medium
216,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1.0,2.0,0,no,yes,no,no,no,yes,no,no,4,4.0,4,1,3,1.0,0,14.0,15.0,15,high
217,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0,NO,YES,NO,NO,YES,YES,YES,NO,5,3.0,2,1,2,3.0,21,13.0,,13,medium
218,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2.0,4.0,0,no,yes,no,yes,no,yes,yes,no,5,3.0,5,1,1,5.0,6,13.0,13.0,13,medium
219,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,,3.0,1,no,yes,yes,no,yes,yes,yes,yes,4,4.0,3,3,4,5.0,14,8.0,,8,LOW
220,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,2,3.0,3,2,2,4.0,2,11.0,11.0, 12 ,medium
221,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,1,3.0,2,3,3,1.0,12.0,14.0,15.0,15,HIGH
222,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,,1.0,0,no,yes,no,no,yes,yes,no,no,4,3.0,2,1,4,5.0,2,12.0,13.0,13,medium
223,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2.0,3.0,0,NO,YES,NO,YES,YES,YES,YES,YES,4,4.0,2,1,1,4.0,0,11.0,12.0,12, medium 
224,GP,F, 19 ,U,GT3,T,3,3,other,other,reputation,other,1.0,4.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,3,1,2,3.0,4,12.0,12.0, 12 , medium 
225,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,yes,5,3.0,5,4,5,3.0,15,13.0,,12,medium
226,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1.0,,0,yes,yes,no,no,yes,yes,yes,no,3,3.0,4,1,1,4.0,0,13.0,13.0, 13 ,medium
227,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,4.0,4,2,4,5.0,10,12.0,,11,medium
228,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1.0,1.0,0,no,yes,no,no,yes,yes,no,no,5,2.0,1,1,2,3.0,6,12.0,11.0,11,medium
229,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2.0,2.0,0,no,no,no,no,yes,yes,yes,no,4,4.0,4,1,3,1.0,2,14.0,16.0,15,high
230,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1.0,2.0,0, no , no , no , no , yes , yes , yes , yes ,3,4.0,5,2,4,1.0,16,,,10,medium
231,GP,M,18,U,LE3,T,3,3,services,health,home,father,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,3,2.0,4,2,4,4.0,10,10.0,,10,medium
232,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2.0,1.0,0,no,yes,no,no,yes,yes,no,no,3,3.0,3,1,4,3.0,4,12.0,13.0,13,medium
233,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,3,1,1,4.0,0,12.0,12.0,13,medium
234,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,2.0,5,1,2,5.0,0,11.0,10.0,11,medium
235,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,no,yes,4,3.0,4,3,3,5.0,36.0,12.0,,12,medium
236,GP,F, 16 ,U,GT3,T,2,3,services,teacher,other,mother,1.0,2.0,0,YES,NO,NO,NO,YES,YES,YES,NO,2,,1,1,1,3.0,0,13.0,13.0,14,high
237,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2.0,2.0,3,NO,YES,YES,NO,YES,YES,YES,NO,3,3.0,3,5,5,4.0,9,,,10,medium
238,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1.0,,0,no,yes,no,yes,no,yes,yes,no,5,3.0,2,1,1,5.0,4,15.0,16.0,16,high
239,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,5,3.0,3,1,1,4.0,4,8.0,8.0,8,low
240,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1.0,2.0,0,no,no,no,yes,no,yes,yes,no,5,3.0,4,1,3,3.0,2,17.0,18.0,17,high
241,GP,M, 17 ,U,LE3,T,2,3,services,services,reputation,father,1.0,2.0,0,no,yes,no,no,no,yes,yes,no,5,3.0,3,1,3,3.0,0,10.0,11.0,11,medium
242,GP,M, 18 ,U,LE3,T,2,1,at_home,other,course,mother,4.0,2.0,0,yes,yes,no,yes,yes,yes,yes,yes,4,3.0,2,4,5,3.0,2,9.0,10.0,11,medium
243,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2.0,3.0,0,no,no,no,yes,yes,yes,yes,yes,3,2.0,3,1,2,3.0,0,15.0,15.0,16,high
244,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,,2.0,0,no,no,no,yes,yes,yes,yes,yes,3,2.0,3,1,2,3.0,0,14.0,12.0,12,medium
245,GP,M,17,R,GT3,T,2,2,other,other,course,father,2.0,2.0,0,NO,YES,NO,YES,YES,YES,YES,NO,4,5.0,2,3,3,1.0,0.0,12.0,13.0,13,medium
246,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1.0,2.0,0,yes,yes,no,yes,yes,yes,yes,yes,4,5.0,5,1,3,,0,,13.0, 13 ,medium
247,GP,M, 16 ,U,GT3,T,4,4,health,other,reputation,father,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,2.0,4,2,4,1.0,0,13.0,13.0,14,high
248,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2.0,2.0,0,no,yes,no,no,yes,yes,yes,no,3,4.0,2,1,1,5.0,?,9.0,9.0,9,low
249,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2.0,3.0,0,no,no,no,yes,yes,yes,yes,yes,5,3.0,3,3,5,,,12.0,12.0,12,medium
250,GP,M,17,U,LE3,T,2,2,other,other,home,father,1.0,2.0,0,,,,,,,,,4,4.0,2,5,5,4.0,0,16.0,16.0,16,high
251,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,yes,4,5.0,2,1,1,5.0,4,9.0,10.0, 10 ,medium
252,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,5,3.0,3,1,2,5.0,0,14.0,13.0,13,medium
253,GP,F,18,U,LE3,A,2,4,services,other,course,mother,,2.0,1, no , yes , no , no , yes , yes , yes , no ,4,3.0,3,1,1,3.0,18,10.0,,10,medium
254,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1.0,2.0,1,no,yes,no,no,no,yes,yes,yes,5,3.0,1,1,1,5.0,16,9.0,,10,medium
255,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2.0,1.0,1,no,no,no,no,yes,no,yes,no,4,1.0,1,1,1,3.0,14,8.0,,7,low
