Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22
A14,18.0,A34,A46,1864.0, A62 ,unknown,4.0,A92,A101,2.0,a121,30.0,A143,A152,2.0,a173,1.0,A191,A201,18.0,
,60.0,A32,A40,7408.0, A62 ,A72,4.0,A92,A101,2.0,a122,24.0,A143,A152,1.0,A174,1.0,A191,A201,60.0,
A14,48.0,A34,A41,11590.0, A62 ,A73,2.0,a92,a101,4.0,A123,24.0,A141,A151,2.0,A172,1.0,A191,A201,48.0,
,24.0,A30,A42,4110.0, A61 ,A75,3.0,A93,A101,4.0,A124,23.0,A141,A151,2.0,A173,2.0,A191,A201,24.0,
,6.0,A34,A42,3384.0, a61 ,A73,1.0,A91,a101,4.0,A121,44.0,A143,A151,1.0,A174,1.0,A192,A201,6.0,
A12,13.0,A32,A43,2101.0, A61 ,A72,,A92,A103,4.0,A122,23.0,a143,A152,,A172,,A191,a201,13.0,99
A11,15.0,A32,A44,1275.0, a65 ,A73,4.0,A92,A101,2.0,A123,24.0,A143,a151,1.0,A173,1.0,A191,a201,15.0,
a11,24.0,A32,A42,4169.0, A61 ,A73,4.0,A93,A101,4.0,a122,28.0,A143,A152,1.0,A173,1.0,a191,A201,24.0,
A12,,A32,A42,1521.0, nan ,A73,4.0,A91,a101,2.0,A123,31.0,A143,A152,1.0,A172,,A191,A201,,
a12,24.0,a34,A46,5743.0, A61 ,A72,2.0,A92,A101,4.0,a124,24.0,A143,a153,2.0,,1.0,a192,A201,24.0,
A11,21.0,A32,A42,, a61 ,A74,1.0,a92,A101,4.0,A123,26.0,,A151,1.0,A172,1.0,A191,A201,21.0,
A12,18.0,A32,A43,3213.0, A63 ,a72,1.0,a94,a101,3.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,A201,18.0,
A12,18.0,A32,A49,4439.0, A61 ,a75,1.0,A93,A102,1.0,a121,33.0,A141,A152,,A174,1.0,A192,A201,18.0,
A13,10.0,A32,A40,3949.0, A61 ,a72,1.0,a93,A103,1.0,A122,37.0,A143,a152,1.0,A172,2.0,A191,A201,10.0,99
A14,15.0,a34,A43,1459.0, A61 ,a73,4.0,A92,A101,2.0,A123,43.0,A143,,1.0,A172,1.0,A191,a201,15.0,
A12,13.0,A34,A43,882.0, nan ,a72,4.0,A93,a103,4.0,A121,23.0,A143,a152,2.0,A173,1.0,A191,A201,13.0,
,24.0,A32,A43,, a63 ,A71,1.0,,A101,4.0,A124,23.0,A143,A151,1.0,,1.0,A191,A201,24.0,
A14,6.0,A33,A49,1743.0, A62 ,A73,1.0,A93,A101,2.0,A121,34.0,A143,A152,2.0,A172,1.0,A191,A201,6.0,
A12,,,A46,1136.0, A64 ,A75,4.0,A93,A101,3.0,a124,32.0,A143,A153,2.0,A173,2.0,A191,A201,,
A14,9.0,A32,A44,1236.0, A61 ,,1.0,A92,A101,4.0,A121,23.0,A143,A151,,A173,1.0,A192,,9.0,
A12,9.0,A32,A42,959.0, A61 ,A73,,,A101,2.0,,29.0,A143,A152,1.0,A173,1.0,A191,A202,9.0, 
A14,18.0,A34,A41,3229.0, A65 ,,2.0,A93,A101,4.0,A124,38.0,A143,A152,1.0,,1.0,A192,A201,18.0,
A11,12.0,A30,A43,6199.0, A61 ,A73,4.0,A93,A101,2.0,A122,28.0,A143,A151,2.0,A173,1.0,A192,A201,12.0,
A14,10.0,A32,A46,727.0, a63 ,A75,4.0,A93,A101,4.0,A124,46.0,,A153,1.0,A173,1.0,A192,A201,10.0,
A12,24.0,A32,A40,1246.0, A61 ,A72,4.0,A93,A101,2.0,a121,23.0,A142,A152,1.0,A172,1.0,A191,a201,24.0,
,12.0,a34,A43,2331.0, A65 ,A75,1.0,A93,a102,4.0,A121,49.0,,A152,1.0,A173,1.0,a192,A201,12.0,
A14,36.0,a33,A43,4463.0, A61 ,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,2.0,A174,1.0,a192,A201,36.0,
a14,12.0,A32,A43,776.0, A61 ,A73,4.0,A94,A101,2.0,A121,150.0,A143,A152,1.0,A173,1.0,A191,A201,12.0,
A11,30.0,A32,A42,2406.0, A61 ,A74,4.0,A92,a101,4.0,A121,150.0,A143,A151,1.0,A173,1.0,A191,a201,30.0,
A12,18.0,,A46,1239.0, A65 ,A73,4.0,A93,A101,4.0,A124,61.0,A143,A153,1.0,a173,1.0,,A201,18.0,
A13,12.0,a32,A43,3399.0, a65 ,A75,2.0,A93,A101,3.0,A123,37.0,A143,A152,,A174,1.0,A191,A201,12.0,
A13,12.0,A33,A40,2247.0, a61 ,A73,2.0,A92,A101,2.0,A123,36.0,A142,A152,2.0,A173,1.0,A192,A201,12.0,
A14,6.0,A32,A42,1766.0, a61 ,A73,1.0,A94,A101,2.0,A122,21.0,a143,A151,1.0,A173,1.0,A191,A201,6.0,
A11,18.0,A32,A42,2473.0, A61 ,a71,4.0,A93,A101,,A123,25.0,A143,A152,1.0,,1.0,A191,A201,18.0,
A14,12.0,,A49,1542.0, A61 ,A74,2.0,A93,a101,4.0,a123,36.0,a143,A152,,A173,1.0,A192,a201,12.0,99
A14,18.0,A34,A41,3850.0, A61 ,A74,3.0,A93,a101,1.0,a123,27.0,A143,A152,2.0,A173,1.0,A191,A201,18.0,
A11,18.0,a32,A42,3650.0, A61 ,A72,1.0,A92,A101,4.0,a123,22.0,A143,A151,1.0,A173,1.0,A191,A201,18.0,
A11,36.0,A32,A42,3446.0, A61 ,a75,4.0,A93,A101,2.0,A123,42.0,a143,A152,,A173,2.0,A191,A201,36.0, 
A12,18.0,A32,A42,3001.0, A61 ,A74,2.0,A92,a101,4.0,A121,40.0,A143,A151,1.0,a173,1.0,A191,A201,18.0,
A14,36.0,a32,A40,3079.0, A65 ,A73,4.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,,36.0,
,18.0,A34,A43,6070.0, A61 ,A75,3.0,A93,A101,4.0,A123,33.0,A143,A152,2.0,A173,1.0,a192,A201,18.0,
a14,10.0,A34,A42,2146.0, a61 ,A72,1.0,a92,A101,3.0,A121,23.0,,A151,2.0,A173,,A191,A201,10.0,
a14,60.0,A34,A40,13756.0, A65 ,a75,2.0,a93,A101,4.0,A124,63.0,A141,A153,1.0,A174,1.0,A192,a201,60.0,
A12,60.0,a31,A410,14782.0, a62 ,A75,3.0,a92,A101,4.0,A124,60.0,A141,A153,,A174,1.0,A192,A201,60.0,
A11,48.0,A31,A49,7685.0, A61 ,,2.0,A92,A103,4.0,A123,37.0,A143,A151,1.0,A173,1.0,a191,a201,48.0,
A14,18.0,a33,A43,2320.0, a61 ,A71,2.0,A94,A101,3.0,A121,34.0,A143,A152,2.0,A173,1.0,A191,A201,18.0,
,7.0,A33,A43,846.0, A65 ,A75,3.0,a93,A101,4.0,A124,36.0,A143,A153,1.0,A173,1.0,A191,A201,7.0, 
A12,36.0,A32,A40,14318.0, A61 ,a75,4.0,A93,A101,2.0,A124,57.0,A143,A153,1.0,A174,1.0,a192,A201,36.0,
A14,6.0,a34,A40,362.0, A62 ,A73,4.0,A92,a101,4.0,A123,52.0,A143,,2.0,A172,1.0,a191,A201,6.0,
a11,20.0,A32,a42,2212.0, A65 ,A74,4.0,A93,,4.0,A123,39.0,a143,A152,1.0,a173,1.0,a192,a201,20.0,
A12,18.0,A32,A41,12976.0, A61 ,A71,3.0,A92,a101,4.0,A124,38.0,A143,A153,1.0,a174,1.0,A192,,18.0,
A14,22.0,A32,,1283.0, A65 ,,4.0,A92,a101,4.0,A122,25.0,A143,A151,,A173,1.0,A191,A201,22.0,
A13,12.0,A32,A40,, nan ,A72,4.0,a93,A101,1.0,A121,26.0,A143,A152,1.0,a173,1.0,a191,a201,12.0,
A14,30.0,A33,,4272.0, A62 ,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,2.0,A172,1.0,A191,A201,30.0,
A14,18.0,a34,A43,2238.0, a61 ,A73,2.0,A92,A101,1.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,18.0,
A14,18.0,a32,A43,1126.0, A65 ,A72,4.0,A92,A101,2.0,,21.0,A143,A151,1.0,,1.0,A192,A201,18.0,
a12,18.0,A34,A42,, A61 ,A71,4.0,A93,A101,4.0,A122,40.0,A142,A152,2.0,A174,1.0,,a201,18.0,
A12,15.0,A34,,2326.0, A63 ,A73,2.0,A93,a101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,A201,15.0,
A14,9.0,A32,A49,, A61 ,A74,3.0,A92,A101,2.0,A123,27.0,A143,A152,2.0,,1.0,A191,A201,9.0,
A14,18.0,A32,a40,1820.0, A61 ,A73,2.0,A94,A101,2.0,,30.0,A143,,1.0,a174,1.0,A192,A201,18.0, 
a12,12.0,A32,A42,983.0, A64 ,A72,,??,A101,4.0,A121,19.0,A143,A151,1.0,A172,1.0,A191,A201,12.0, 
A11,36.0,A32,A40,3249.0, A61 ,A74,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,a174,2.0,A192,A201,36.0,
A11,6.0,A34,A43,, A61 ,A74,1.0,A92,a101,4.0,a123,31.0,A143,A152,1.0,A173,1.0,A191,A201,6.0,
A14,9.0,A34,A42,2406.0, A61 ,a71,2.0,A93,A101,3.0,A123,31.0,A143,A152,1.0,a174,1.0,A191,a201,9.0, 
a12,39.0,A33,A46,11760.0, A62 ,A74,2.0,A93,,3.0,A124,32.0,A143,A151,1.0,A173,1.0,A192,A201,39.0,
A11,12.0,A32,A42,2578.0, a61 ,A71,3.0,A92,,4.0,a124,55.0,A143,A153,1.0,A174,1.0,A191,A201,12.0,
A11,36.0,,A42,2348.0, A61 ,a73,3.0,a94,A101,2.0,A122,46.0,A143,,2.0,A173,1.0,A192,A201,36.0,
A12,12.0,A32,A40,1223.0, A61 ,unknown,1.0,A91,A101,1.0,A121,46.0,,A151,2.0,,1.0,A191,A201,12.0,
A14,24.0,a34,A43,1516.0, A64 ,A73,4.0,A92,,1.0,A121,43.0,,A152,2.0,a172,1.0,,A201,24.0,
A14,18.0,A32,A43,1473.0, A61 ,a72,3.0,A94,A101,4.0,a121,39.0,A143,,1.0,A173,1.0,A192,a201,18.0,
A12,18.0,A34,A49,1887.0, A65 ,A73,4.0,a94,A101,4.0,A121,28.0,a141,A152,2.0,A173,1.0,a191,A201,18.0,
a14,,A33,a49,8648.0, A61 ,A72,2.0,A93,A101,2.0,A123,27.0,A141,A152,2.0,a173,1.0,A192,A201,,
A14,14.0,A33,A40,802.0, a61 ,A73,4.0,A93,A101,2.0,a123,27.0,A143,A152,2.0,A172,1.0,A191,A201,14.0,
A12,18.0,A33,A40,2899.0, A65 ,A75,4.0,A93,A101,4.0,A123,43.0,a143,A152,1.0,A173,2.0,A191,A201,18.0,
A12,24.0,A32,A43,2039.0, A61 ,unknown,1.0,A94,A101,1.0,A122,22.0,A143,,1.0,A173,1.0,A192,A201,24.0,
A14,24.0,A34,A41,2197.0, A65 ,A74,4.0,,a101,4.0,A123,,A143,,2.0,A173,2.0,A192,A201,24.0,
,15.0,A32,A43,1053.0, A61 ,A72,4.0,A94,A101,2.0,A121,27.0,A143,a152,1.0,A173,1.0,A191,a202,15.0,
A14,24.0,A32,A43,3235.0, a63 ,A75,3.0,A91,A101,2.0,A123,26.0,A143,A152,1.0,A174,1.0,A192,A201,24.0,
A13,12.0,A34,,939.0, A63 ,A74,4.0,a94,A101,2.0,A121,28.0,a143,A152,3.0,A173,1.0,A192,a201,12.0,
A12,24.0,a32,a43,1967.0, A61 ,,4.0,A92,A101,4.0,a123,20.0,A143,a152,1.0,a173,1.0,a192,A201,24.0,
A14,33.0,A34,A41,, A61 ,A74,3.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,a174,1.0,A192,A201,33.0,
A14,12.0,A34,,2292.0, A61 ,a71,4.0,A93,A101,2.0,A123,42.0,,A152,2.0,A174,1.0,A192,A201,12.0,
A14,10.0,,A40,1597.0, A63 ,A73,3.0,A93,a101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202,10.0,
a11,24.0,A32,A40,1381.0, nan ,A73,4.0,A92,a101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A201,24.0,
A14,36.0,A34,A41,5842.0, a61 ,A75,2.0,,A101,2.0,A122,35.0,a143,A152,2.0,A173,2.0,A192,A201,36.0,
a11,,A32,A40,2579.0, A61 ,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A172,2.0,A191,A201,,
A11,18.0,,A46,, A65 ,A73,1.0,A92,A101,2.0,A123,23.0,A143,a151,2.0,a173,1.0,A192,A201,18.0,
a14,21.0,,A40,, A63 ,a74,1.0,a92,A101,2.0,A123,31.0,A141,a152,1.0,a174,1.0,A191,A201,21.0,
A12,18.0,A32,,1042.0, A65 ,A73,4.0,a92,A101,2.0,A122,33.0,A143,A152,1.0,a173,1.0,A191,A201,18.0,
A14,15.0,A32,A40,3186.0, a64 ,A74,2.0,a92,A101,3.0,A123,20.0,A143,a151,1.0,A173,1.0,A191,A201,15.0,
A12,12.0,,A41,2028.0, A65 ,A73,4.0,A93,a101,2.0,A123,30.0,A143,a152,1.0,A173,1.0,A191,A201,12.0,
A12,,A34,A40,958.0, A61 ,A74,2.0,A93,A101,3.0,A121,47.0,a143,A152,2.0,A172,2.0,A191,a201,,
A14,21.0,A33,,1591.0, A62 ,A74,4.0,,A101,3.0,A121,34.0,A143,A152,2.0,A174,1.0,A191,a201,21.0, 
A12,12.0,A32,A42,2762.0, A65 ,A75,1.0,A92,A101,2.0,A122,25.0,A141,A152,1.0,a173,1.0,A192,A201,12.0, 
A12,18.0,A32,a41,2779.0, a61 ,A73,1.0,A94,A101,3.0,A123,21.0,A143,A151,1.0,A173,,A192,a201,18.0,
A14,,A34,a43,2743.0, A61 ,a75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,,,
A14,18.0,A34,a43,1149.0, A64 ,A73,4.0,A93,A101,3.0,A121,46.0,A143,,2.0,a173,,A191,A201,18.0,
A14,9.0,a32,A42,1313.0, A61 ,a75,1.0,A93,A101,4.0,,20.0,a143,a152,1.0,A173,1.0,A191,A201,9.0,
A11,18.0,A34,A45,1190.0, a61 ,A71,2.0,A92,A101,4.0,a124,55.0,A143,a153,3.0,A171,2.0,A191,A201,18.0,
A14,5.0,A32,A49,3448.0, A61 ,A74,1.0,a93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1.0,A191,A201,5.0,
A12,24.0,A32,A410,11328.0, A61 ,A73,2.0,A93,A102,3.0,A123,,A141,a152,2.0,A174,1.0,A192,A201,24.0,
A11,6.0,A34,A42,1872.0, a61 ,A71,4.0,a93,A101,4.0,A124,36.0,A143,,3.0,A174,1.0,,A201,6.0, 
A14,24.0,a34,A45,2058.0, A61 ,A73,4.0,A91,A101,2.0,a121,33.0,a143,A152,2.0,A173,,A192,A201,24.0,
A11,9.0,A32,A42,2136.0, a61 ,A73,,A93,A101,2.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,9.0,
A12,,A32,A43,1484.0, A65 ,A73,2.0,A94,A101,1.0,A121,25.0,A143,a152,1.0,A173,1.0,,A201,,
A14,6.0,a32,A45,660.0, A63 ,A74,2.0,a94,A101,4.0,a121,23.0,A143,A151,1.0,A172,1.0,A191,a201,6.0,
A14,24.0,A34,A40,1287.0, A64 ,a75,4.0,,A101,4.0,A121,37.0,A143,A152,,A173,1.0,A192,,24.0,
A11,42.0,A34,A45,3394.0, nan ,A71,4.0,A93,,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,42.0,
a13,12.0,A31,A49,609.0, A61 ,A72,4.0,A92,A101,1.0,A121,26.0,A143,A152,,A171,1.0,A191,a201,12.0,
A14,12.0,A32,A40,1884.0, A61 ,A75,4.0,a93,A101,4.0,A123,39.0,a143,A152,1.0,A174,1.0,A192,A201,12.0,
a11,12.0,A32,A42,1620.0, A61 ,,2.0,A92,A102,3.0,A122,30.0,a143,A152,1.0,a173,1.0,A191,A201,12.0,
A12,20.0,A33,A410,2629.0, A61 ,A73,2.0,A93,a101,3.0,A123,29.0,a141,A152,2.0,A173,1.0,A192,A201,20.0,
A14,12.0,A32,A46,719.0, A61 ,,4.0,A93,A101,4.0,A123,41.0,A141,A152,1.0,A172,2.0,A191,A201,12.0,
A12,48.0,A34,A42,5096.0, A61 ,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,48.0,
A14,9.0,A34,A46,1244.0, A65 ,A75,4.0,a92,,4.0,A122,,A143,A151,2.0,A172,1.0,A191,A201,9.0,
A11,36.0,A32,A40,1842.0, A61 ,A72,4.0,A92,a101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,a192,a201,36.0, 
a12,7.0,A32,A43,2576.0, A61 ,A73,2.0,A93,A103,2.0,A121,35.0,A143,A152,1.0,A173,1.0,A191,a201,7.0,
A13,12.0,A32,A42,1424.0, a65 ,A75,3.0,A92,A101,4.0,,55.0,A143,A152,1.0,A174,1.0,a192,A201,12.0,99
A12,15.0,a33,A45,1512.0, a64 ,a73,3.0,a94,A101,3.0,A122,61.0,a142,A152,2.0,A173,1.0,A191,a201,15.0, 
A14,36.0,a34,A41,11054.0, a65 ,A73,4.0,a93,A101,2.0,A123,30.0,A143,a152,1.0,A174,1.0,A192,a201,36.0,
A14,6.0,A32,A43,518.0, A61 ,A73,3.0,A92,A101,1.0,A121,29.0,A143,A152,1.0,A173,1.0,A191,A201,6.0,
a14,12.0,A30,A42,2759.0, A61 ,A75,2.0,A93,A101,4.0,,,A143,A152,2.0,,1.0,A191,a201,12.0,
A14,24.0,A32,A41,2670.0, A61 ,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A174,1.0,A192,A201,24.0,
A11,,A32,A40,4817.0, a61 ,A74,2.0,A93,A102,3.0,A122,31.0,A143,a152,1.0,A173,1.0,A192,A201,,
a14,24.0,A32,a41,2679.0, A61 ,A72,4.0,A92,a101,1.0,a124,29.0,A143,A152,1.0,A174,1.0,A192,A201,24.0,
,11.0,A34,A40,3905.0, A61 ,a73,2.0,a93,a101,2.0,A121,36.0,,a151,2.0,A173,2.0,a191,A201,11.0,
A11,12.0,A32,A41,3386.0, A61 ,A75,3.0,A93,A101,4.0,A124,35.0,A143,A153,,A173,1.0,A192,,12.0,
A11,6.0,A32,A44,343.0, A61 ,,4.0,A92,a101,,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,6.0,
A14,18.0,A32,A43,4594.0, A61 ,unknown,3.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,A201,18.0,
A11,36.0,A32,A42,3620.0, A61 ,A73,1.0,a93,A103,2.0,A122,37.0,A143,A152,1.0,,2.0,a191,A201,36.0,99
A11,15.0,A32,A40,1721.0, a61 ,A72,2.0,A93,,3.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201,15.0,
A12,12.0,a32,A42,3017.0, A61 ,A72,3.0,A92,A101,1.0,A121,34.0,A143,a151,1.0,A174,1.0,A191,a201,12.0,
A12,12.0,A32,A48,754.0, A65 ,a75,4.0,A93,A101,4.0,A122,38.0,A143,,2.0,A173,1.0,A191,a201,12.0,
A14,18.0,A32,A49,1950.0, A61 ,a74,4.0,A93,A101,1.0,A123,34.0,A142,A152,2.0,A173,1.0,A192,A201,18.0,
A11,,a32,A41,2924.0, a61 ,A73,3.0,A93,a103,4.0,,63.0,A141,A152,1.0,A173,2.0,A192,A201,, 
a11,24.0,A33,A43,1659.0, a61 ,a72,4.0,A92,A101,2.0,A123,29.0,a143,A151,1.0,A172,1.0,A192,A201,24.0, 
A14,48.0,,A43,7238.0, A65 ,A75,3.0,A93,a101,3.0,A123,32.0,A141,A152,2.0,A173,,a191,A201,48.0,
A14,33.0,A33,A49,2764.0, A61 ,A73,2.0,A92,A101,2.0,A123,26.0,A143,a152,2.0,A173,1.0,a192,A201,33.0,
A14,24.0,A33,A41,4679.0, A61 ,a74,3.0,,A101,3.0,A123,35.0,A143,A152,2.0,A172,1.0,a192,A201,24.0,
,24.0,A32,,3092.0, A62 ,a72,3.0,A94,A101,2.0,A123,22.0,A143,a151,1.0,a173,1.0,a192,A201,24.0,
a11,6.0,A32,A46,448.0, A61 ,A72,,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,6.0,
,9.0,A32,A40,654.0, A61 ,a73,4.0,A93,A101,3.0,a123,28.0,A143,A152,1.0,A172,1.0,A191,a201,9.0,
A14,6.0,A32,A48,1238.0, A65 ,A71,4.0,A93,a101,4.0,a122,36.0,A143,A152,1.0,A174,2.0,A192,A201,6.0,
A12,18.0,A34,A43,1245.0, nan ,A73,4.0,a94,a101,2.0,A123,33.0,A143,a152,1.0,A173,1.0,A191,a201,18.0,
A11,18.0,A30,A42,3114.0, A61 ,A72,1.0,A92,A101,4.0,A122,26.0,,A151,1.0,A173,,A191,A201,18.0,
A14,39.0,A32,a41,2569.0, A63 ,A73,4.0,A93,a101,4.0,A123,24.0,A143,a152,1.0,A173,1.0,A191,A201,39.0,
A13,24.0,a32,A43,5152.0, a61 ,A74,,A93,A101,2.0,A123,25.0,A141,a152,1.0,A173,1.0,a191,,24.0,
a12,12.0,A32,A49,1037.0, A62 ,A74,3.0,A93,A101,4.0,A121,39.0,A143,A152,1.0,A172,1.0,A191,A201,12.0,
A11,15.0,A34,a42,1478.0, A61 ,A75,4.0,A93,A101,4.0,a123,44.0,A143,A152,2.0,a173,2.0,A192,A201,15.0,
A12,12.0,a34,A43,3573.0, A61 ,A73,1.0,,A101,1.0,a121,23.0,A143,A152,1.0,A172,1.0,A191,A201,12.0,
a12,24.0,A32,a40,1201.0, a61 ,A72,4.0,A93,a101,1.0,A122,26.0,,A152,1.0,A173,1.0,A191,A201,24.0,99
a11,30.0,A32,A42,3622.0, A64 ,A75,4.0,A92,a101,4.0,A122,57.0,A143,,2.0,,1.0,A192,a201,30.0,99
A14,,A33,A42,960.0, A64 ,,3.0,A92,a101,2.0,A122,30.0,A143,a152,2.0,A173,1.0,A191,A201,,
A14,12.0,A34,A40,1163.0, A63 ,a73,4.0,A93,A101,,A121,44.0,A143,a152,1.0,a173,1.0,A192,A201,12.0,
A12,6.0,A33,A40,1209.0, A61 ,a71,4.0,a93,A101,4.0,A122,47.0,A143,A152,1.0,A174,1.0,A192,A201,6.0,
,12.0,A32,A43,, A61 ,A73,2.0,A93,,,a123,52.0,a143,,1.0,A173,1.0,a192,A201,12.0, 
a14,24.0,A32,A40,3757.0, A61 ,A75,4.0,A92,A102,4.0,A124,62.0,A143,A153,1.0,A173,1.0,A192,A201,24.0,
A14,10.0,A32,,1418.0, A62 ,A73,3.0,A93,A101,2.0,A121,35.0,a143,A151,1.0,a172,1.0,A191,A202,10.0,99
a14,6.0,A32,A40,3518.0, A61 ,A73,2.0,A93,A103,3.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,A201,6.0,
A14,12.0,A34,A43,1934.0, A61 ,A75,2.0,A93,a101,2.0,A124,26.0,A143,A152,2.0,,1.0,A191,A201,12.0, 
A12,27.0,A30,a49,8318.0, A61 ,A75,2.0,A92,,,A124,42.0,A143,A153,2.0,A174,,A192,A201,27.0,
A14,6.0,A34,A43,1237.0, A62 ,A73,1.0,A92,A101,1.0,a122,27.0,A143,A152,2.0,A173,1.0,A191,A201,6.0,
A12,6.0,A32,A43,368.0, A65 ,A75,4.0,a93,A101,4.0,A122,38.0,A143,A152,1.0,A173,1.0,A191,A201,6.0,
A11,12.0,A34,a40,2122.0, a61 ,a73,3.0,A93,a101,2.0,A121,39.0,a143,A151,2.0,A172,2.0,A191,A202,12.0, 
A11,24.0,A32,A42,2996.0, A65 ,A73,2.0,A94,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,a191,A201,24.0,
A12,36.0,A32,A42,9034.0, A62 ,A72,4.0,A93,A102,1.0,A124,29.0,A143,A151,1.0,A174,1.0,A192,A201,36.0,
A14,24.0,A34,A42,1585.0, A61 ,,4.0,A93,a101,3.0,A122,40.0,A143,A152,,A173,1.0,A191,a201,24.0, 
